Title,Author,Secondary Author(s),Illustrator(s),Translator(s),State,District,Year-Range
Lola Plants a Garden (Lola Series),"McQuinn, Anna",,"Beardshaw, Rosalind",,Pennsylvania,Central York School District,2021-2022
Lola Reads to Leo (Lola Series),"McQuinn, Anna",,"Beardshaw, Rosalind",,Pennsylvania,Central York School District,2021-2022
Lola Sleeps Over (Lola Series),"McQuinn, Anna",,"Beardshaw, Rosalind",,Pennsylvania,Central York School District,2021-2022
Lubna and Pebble,"Meddour, Wendy",,"Egneus, Daniel",,Florida,Duval County Public Schools,2021-2022
Juana & Lucas (Juana and Lucas Series),"Medina, Juana",,,,Florida,Duval County Public Schools,2021-2022
Burn Baby Burn,"Medina, Meg",,,,Indiana,Middlebury Community Schools,2021-2022
"Mango, Abuela, and Me","Medina, Meg",,"Dominguez, Angela",,Pennsylvania,Central York School District,2021-2022
Yaqui Delgado Wants to Kick Your Ass,"Medina, Meg",,,,Florida,Indian River County School District,2021-2022
Who Was Aretha Franklin? (Who was...? Series),"Medina, Nico",,"Copeland, Gregory",,Pennsylvania,Central York School District,2021-2022
In the Role of Brie Hutchens...,"Melleby, Nicole",,,,Texas,North East Independent School District,2021-2022
"I am Martin Luther King, Jr.","Meltzer, Brad",,"Eliopoulos, Christopher",,Pennsylvania,Central York School District,2021-2022
I Am Rosa Parks,"Meltzer, Brad",,"Eliopoulos, Christopher",,Pennsylvania,Central York School District,2021-2022
Chasing Space Young Readers' Edition,"Melvin, Leland",,,,Pennsylvania,Central York School District,2021-2022
A Kids Book About Racism,"Memory, Jelani",,,,Pennsylvania,Central York School District,2021-2022
¿De Dónde Eres?/Where Are You From?,"Mendez, Yamile Saied",,,,Pennsylvania,Central York School District,2021-2022
Sex & Violence,"Mesrobian, Carrie",,,,Texas,Fredericksburg Independent School District,2021-2022
Planet Omar: Accidental Trouble Magnet (Planet Omar Series),"Mian, Zanib",,"Mafaridik, Nasaya",,Pennsylvania,Central York School District,2021-2022
Planet Omar: Epic Hero Flop (Planet Omar Series),"Mian, Zanib",,"Cheng, Kyan",,Pennsylvania,Central York School District,2021-2022
Planet Omar: Incredible Rescue Mission (Planet Omar Series),"Mian, Zanib",,"Mafaridik, Nasaya",,Pennsylvania,Central York School District,2021-2022
Planet Omar: Unexpected Super Spy (Planet Omar Series),"Mian, Zanib",,"Mafaridik, Nasaya",,Pennsylvania,Central York School District,2021-2022
Beware the Werewolf (Desmond Cole Ghost Patrol Series),"Miedoso, Andrés",,"Rivas, Víctor",,Pennsylvania,Central York School District,2021-2022
Campfire Stories (Desmond Cole Ghost Patrol Series),"Miedoso, Andrés",,"Rivas, Víctor",,Pennsylvania,Central York School District,2021-2022
Escape from the Roller Ghoster (Desmond Cole Ghost Patrol Series),"Miedoso, Andrés",,"Rivas, Víctor",,Pennsylvania,Central York School District,2021-2022
"Ghosts Don't Ride Bikes, Do They? (Desmond Cole Ghost Patrol Series)","Miedoso, Andrés",,"Rivas, Víctor",,Pennsylvania,Central York School District,2021-2022
Ghouls Just Want to Have Fun (Desmond Cole Ghost Patrol Series),"Miedoso, Andrés",,"Rivas, Víctor",,Pennsylvania,Central York School District,2021-2022
Major Monster Mess (Desmond Cole Ghost Patrol Series),"Miedoso, Andrés",,"Rivas, Víctor",,Pennsylvania,Central York School District,2021-2022
Night of the Zombie Zookeeper (Desmond Cole Ghost Patrol Series),"Miedoso, Andrés",,"Rivas, Víctor",,Pennsylvania,Central York School District,2021-2022
"Now Museum, Now You Don't (Desmond Cole Ghost Patrol Series)","Miedoso, Andrés",,"Rivas, Víctor",,Pennsylvania,Central York School District,2021-2022
"Surf's Up, Creepy Stuff! (Desmond Cole Ghost Patrol Series)","Miedoso, Andrés",,"Rivas, Víctor",,Pennsylvania,Central York School District,2021-2022
The Haunted House Next Door (Desmond Cole Ghost Patrol Series),"Miedoso, Andrés",,"Rivas, Víctor",,Pennsylvania,Central York School District,2021-2022
The Scary Library Shusher (Desmond Cole Ghost Patrol Series),"Miedoso, Andrés",,"Rivas, Víctor",,Pennsylvania,Central York School District,2021-2022
The Sleepwalking Snowman (Desmond Cole Ghost Patrol Series),"Miedoso, Andrés",,"Rivas, Víctor",,Pennsylvania,Central York School District,2021-2022
The Vampire Ate My Homework (Desmond Cole Ghost Patrol Series),"Miedoso, Andrés",,"Rivas, Víctor",,Pennsylvania,Central York School District,2021-2022
Who Wants I Scream? (Desmond Cole Ghost Patrol Series),"Miedoso, Andrés",,"Rivas, Víctor",,Pennsylvania,Central York School District,2021-2022
Touching Spirit Bear (Spirit Bear Series),"Mikaelsen, Ben",,,,Mississippi,Madison County Schools,2021-2022
Gearbreakers (Gearbreakers Series),"Mikuta, Zoe Hana",,,,Tennessee,Collierville Schools,2021-2022
Brave Leaders and Activists,"Miller, J. P.",,,,Florida,Indian River County School District,2021-2022
What We Devour,"Miller, Linsey",,,,Tennessee,Collierville Schools,2021-2022
Swimming with Faith: The Missy Franklin Story (ZonderKidz Biography Series),"Miller, Natalie Davis",,,,Florida,Duval County Public Schools,2021-2022
Don't Touch My Hair!,"Miller, Sharee",,,,Pennsylvania,Central York School District,2021-2022
Early Sunday Morning,"Millner, Denene",,"Brantley-Newton, Vanessa",,Florida,Duval County Public Schools,2021-2022
Uncle Jed's Barber Shop,"Mitchell, Margaree King",,"Ransome, James E.",,Florida,Duval County Public Schools,2021-2022
Out Now: Queer We Go Again!,"Mitchell, Saundra",,,,Tennessee,Collierville Schools,2021-2022
The Drinking Gourd: A Story of the Underground Railroad,"Monjo, F.N.",,"Brenner, Fred",,Florida,Duval County Public Schools,2021-2022
No One Knows About You,"Montoya, Paco",,,,Texas,Katy Independent School District,2021-2022
Should Abortion Be Legal?,"Mooney, Carla",,,,Texas,North East Independent School District,2021-2022
The Guide for White Women Who Teach Black Boys,"Moore Jr., Eddie","Penick-Parks, Marguerite W.; Michael, Ali",,,Pennsylvania,Central York School District,2021-2022
V for Vendetta,"Moore, Alan",,"Lloyd, David",,Texas,Granbury Independent School District,2021-2022
Discovering Wes Moore,"Moore, Wes",,,,Mississippi,Madison County Schools,2021-2022
Saturday,"Mora, Oge",,,,Pennsylvania,Central York School District,2021-2022
"Thank You, Omu!","Mora, Oge",,,,Pennsylvania,Central York School District,2021-2022
Love to Mama: A Tribute To Mothers,"Mora, Pat",,"Barragán M., Paula S.",,Florida,Duval County Public Schools,2021-2022
Little Night/Nochecita,"Morales, Yuyi",,,,Florida,Duval County Public Schools,2021-2022
Niño Wrestles the World (Niño Series),"Morales, Yuyi",,,,Florida,Duval County Public Schools,2021-2022
It Goes Like This,"Moreland, Miel",,,,Tennessee,Collierville Schools,2021-2022
Pushout: The Criminalization of Black Girls in Schools,"Morris, Monique W.",,,,Pennsylvania,Central York School District,2021-2022
Peeny Butter Fudge,"Morrison, Toni","Morrison, Slade","Cepeda, Joe",,Pennsylvania,Central York School District,2021-2022
The Doctor with an Eye for Eyes: The Story of Dr. Patricia Bath,"Mosca, Julia Finley",,"Rieley, Daniel",,Pennsylvania,Central York School District,2021-2022
The Girl with a Mind for Math: The Story of Raye Montague,"Mosca, Julia Finley",,"Rieley, Daniel",,Pennsylvania,Central York School District,2021-2022
Barbed Wire Baseball: How One Man Brought Hope to the Japanese Internment Camps of WWII,"Moss, Marissa",,"Shimizu, Yuko",,Florida,Duval County Public Schools,2021-2022
Cultivating Genius: An Equity Framework for Culturally and Historically Responsive Literacy,"Muhammad, Gholdy",,,,Pennsylvania,Central York School District,2021-2022
Proud: Living My American Dream (Young Readers Edition),"Muhammad, Ibtihaj",,,,Florida,Duval County Public Schools,2021-2022
The Proudest Blue: A Story of Hijab and Family,"Muhammad, Ibtihaj","Ali, S.K.","Aly, Hatem",,Pennsylvania,Central York School District,2021-2022
Gideon the Ninth (The Locked Tomb Series),"Muir, Tamsyn",,,,Tennessee,Collierville Schools,2021-2022
"Up, Up, Down!","Munsch, Robert",,"Martchenko, Michael",,Pennsylvania,Central York School District,2021-2022
Wings,"Myers, Christopher",,,,Pennsylvania,Central York School District,2021-2022
Dope Sick,"Myers, Walter Dean",,,"Jackson, J.D.",Florida,Lee County Schools,2021-2022
How to Be Bad,"Myracle, Lauren","Mlynowski, Sarah; Lockhart, E.",,,Wisconsin,School District of Waukesha,2021-2022
Under the Moon: A Catwoman Tale,"Myracle, Lauren",,"Goodhart, Isaac",,Wisconsin,School District of Waukesha,2021-2022
Victor and Nora: A Gotham Love Story,"Myracle, Lauren",,"Goodhart, Isaac",,Wisconsin,School District of Waukesha,2021-2022
Are You LGBTQ?,"Nagle, Jeanne",,,,Texas,North East Independent School District,2021-2022
GLBT Teens and Society,"Nagle, Jeanne",,,,Texas,North East Independent School District,2021-2022
Yang the Third and Her Impossible Family (The Yang Family Series),"Namioka, Lensey",,"de Kiefte, Kees",,Florida,Duval County Public Schools,2021-2022
Yang the Youngest and his Terrible Ear (The Yang Family Series),"Namioka, Lensey",,,,Florida,Duval County Public Schools,2021-2022
Should Teens Have Access to Birth Control?,"Nardo, Don",,,,Texas,North East Independent School District,2021-2022
Teens and Gender Dysphoria,"Nardo, Don",,,,Texas,Klein Independent School District,2021-2022
Understanding Gender Identity,"Nardo, Don",,,,Tennessee,Collierville Schools,2021-2022
Nelson Mandela,"Nelson, Kadir",,,,Pennsylvania,Central York School District,2021-2022
"The Book Itch: Freedom, Truth & Harlem's Greatest Bookstore","Nelson, Vaunda Micheaux",,"Christie, R. Gregory",,Pennsylvania,Central York School District,2021-2022
I Am Who I Am,"Nesmith, Kimberly M.",,"Wilson, Cameron",,Pennsylvania,Central York School District,2021-2022
Sparkle Boy,"Newman, Leslea",,,,Indiana,Carmel Clay Schools,2021-2022
"Daddy, Papa, and Me","Newman, Lesléa",,"Thompson, Carol",,Florida,Duval County Public Schools,2021-2022
Heather Has Two Mommies,"Newman, Lesléa",,"Cornell, Laura",,Pennsylvania,Pennridge School District,2021-2022
Jailbait,"Newman, Lesléa",,,,Texas,Fredericksburg Independent School District,2021-2022
"Mommy, Mama, and Me","Newman, Lesléa",,"Thompson, Carol",,Florida,Walton County School District,2021-2022
October Mourning: A Song for Matthew Shepard,"Newman, Lesléa",,,,Texas,North East Independent School District,2021-2022
"The Trouble with Black Boys: And Other Reflections on Race, Equity, and the Future of Public Education","Noguera, Pedro A.",,,,Pennsylvania,Central York School District,2021-2022
Thunder Rose,"Nolen, Jerdine",,"Nelson, Kadir",,Florida,Duval County Public Schools,2021-2022
The Underground Girls of Kabul: in Search of a Hidden Resistance in Afghanistan,"Nordberg, Jenny",,,,Texas,Klein Independent School District,2021-2022
Always Human (Always Human Series),"North, Ari",,,,Tennessee,Collierville Schools,2021-2022
Meg & Linus,"Nowinski, Hanna",,,,Texas,Granbury Independent School District,2021-2022
Good Trouble: Lessons from the Civil Rights Playbook,"Noxon, Christopher",,,,Virginia,Virginia Beach City Public Schools,2021-2022
Becoming Nicole: The inspiring story of transgender actor-activist Nicole Maines and her extraordinary family,"Nutt, Amy Ellis",,,,Texas,North East Independent School District,2021-2022
The Flag of Childhood: Poems From the Middle East,"Nye, Naomi Shihab",,,,Florida,Duval County Public Schools,2021-2022
The Turtle of Oman (The Turtle of Oman Series),"Nye, Naomi Shihab",,"Peterschmidt, Betsy",,Florida,Duval County Public Schools,2021-2022
Equal Rights,"O'Connor, Maureen",,,,Texas,Granbury Independent School District,2021-2022
All Our Hidden Gifts (All Our Hidden Gifts Series),"O'Donoghue, Caroline",,,,Tennessee,Collierville Schools,2021-2022
Princess Princess Ever After,"O'Neill, Kay",,,,Texas,Katy Independent School District,2021-2022
Identity and Gender,"Ogden, Charlie",,,,Texas,North East Independent School District,2021-2022
Broken Things,"Oliver, Lauren",,,,Oklahoma,Bristow Public Schools,2021-2022
Our Class is a Family,"Olsen, Shannon",,"Sonke, Sandie",,Pennsylvania,Central York School District,2021-2022
So You Want to Talk About Race,"Oluo, Ijeoma",,,,Pennsylvania,Central York School District,2021-2022
An African American and Latinx History of the United States,"Ortiz, Paul",,,,Pennsylvania,Central York School District,2021-2022
The People Shall Continue,"Ortiz, Simon J.",,"Graves, Sharol",,Pennsylvania,Central York School District,2021-2022
Each of Us a Desert,"Oshiro, Mark",,,,Tennessee,Collierville Schools,2021-2022
The Witch Boy (The Witch Boy Series),"Ostertag, Molly Knox",,,,Florida,Indian River County School District,2021-2022
These Feathered Flames (These Feathered Flames Series),"Overy, Alexandra",,,,Tennessee,Collierville Schools,2021-2022
The Life and (Medieval) Times of Kit Sweetly,"Pacton, Jamie",,,,Tennessee,Collierville Schools,2021-2022
The Witch's Hand (The Montague Twins),"Page, Nathan","Shannon, Drew",,,Tennessee,Collierville Schools,2021-2022
Dear Juno,"Pak, Soyung",,"Hartung, Susan Kathleen",,Florida,Duval County Public Schools,2021-2022
White Bird,"Palacio, R. J.",,,,Texas,Katy Independent School District,2021-2022
Homophobia: From Social Stigma to Hate Crimes,"Palmer, Bill",,,,Texas,North East Independent School District,2021-2022
"Doing It Right: Making Smart, Safe, and Satisfying Choices About Sex","Pardes, Bronwen",,,,Indiana,Carmel Clay Schools,2021-2022
Culturally Sustaining Pedagogies: Teaching and Learning for Justice in a Changing World,"Paris, Django",H. Samy Alim,,,Pennsylvania,Central York School District,2021-2022
Nya's Long Walk: A Step at a Time,"Park, Linda Sue",,"Pinkney, Brian",,Florida,Duval County Public Schools,2021-2022
The Black Lives Matter Movement,"Parks, Peggy J.",,,,Tennessee,Collierville Schools,2021-2022
Esta bien ser diferente/It's Okay to Be Different (Spanish Version),"Parr, Todd",,,"Muqoz, Esther Rubio",Pennsylvania,Central York School District,2021-2022
Jaya and Rasa: A Love Story,"Patel, Sonia",,,,Texas,North East Independent School District,2021-2022
Bridge to Terabithia,"Paterson, Katherine",,,,Oklahoma,Bristow Public Schools,2021-2022
Cradle and All,"Patterson, James",,,,Texas,Granbury Independent School District,2021-2022
Protect and Defend (Kerry Kilcannon Series),"Patterson, Richard North",,,,Texas,North East Independent School District,2021-2022
Crown of Feathers (Crown of Feathers Series),"Pau Preto, Nicki",,,,Tennessee,Collierville Schools,2021-2022
Heart of Flames (Crown of Feathers Series),"Pau Preto, Nicki",,,,Tennessee,Collierville Schools,2021-2022
Wings of Shadow (Crown of Feathers Series),"Pau Preto, Nicki",,,,Tennessee,Collierville Schools,2021-2022
Sisters/Hermanas,"Paulsen, Gary",,,"Andújar, Gloria de Aragón",Florida,Indian River County School District,2021-2022
"Friendship, Dating, and Relationships (Teens: Being Gay, Lesbian, Bisexual, or Transgender)","Payment, Simone",,,,Texas,North East Independent School District,2021-2022
Transgender Rights and Issues,"Pelleschi, Andrea",,,,Texas,North East Independent School District,2021-2022
Your Rights as an LGBTQ+ Teen,"Penne, Barbra",,,,Tennessee,Collierville Schools,2021-2022
Between Us and Abuela: A Family Story from the Border,"Perkins, Mitali",,"Palacios, Sara",,Florida,Duval County Public Schools,2021-2022
Hey Black Child,"Perkins, Useni Eugene",,"Collier, Bryan",,Pennsylvania,Central York School District,2021-2022
Skin Like Mine (Kids Like Mine Series),"Perry, LaTashia M.",,"Jackson, Bea",,Pennsylvania,Central York School District,2021-2022
Far from Xanadu,"Peters, Julie Anne",,,,Texas,North East Independent School District,2021-2022
It's Our Prom (So Deal With It),"Peters, Julie Anne",,,,Texas,North East Independent School District,2021-2022
Lies My Girlfriend Told Me,"Peters, Julie Anne",,,,Texas,North East Independent School District,2021-2022
Rage: A Love Story,"Peters, Julie Anne",,,,Texas,Granbury Independent School District,2021-2022
"She Loves You, She Loves You Not...","Peters, Julie Anne",,,,Texas,Granbury Independent School District,2021-2022
Sometime After Midnight,"Philips, L.",,,,Tennessee,Collierville Schools,2021-2022
The Will of the Empress (The Circle Reforged Series),"Pierce, Tamora",,,,Tennessee,Collierville Schools,2021-2022
Duke Ellington: The Piano Prince and His Orchestra,"Pinkney, Andrea Davis",,"Pinkney, Brian",,Pennsylvania,Central York School District,2021-2022
Fishing Day,"Pinkney, Andrea Davis",,"Evans, Shane W.",,Pennsylvania,Central York School District,2021-2022
The Sunday Outing,"Pinkney, Gloria Jean",,"Pinkney, Jerry",,Pennsylvania,Central York School District,2021-2022
What Happened to Lani Garver,"Plum-Ucci, Carol",,,,Texas,North East Independent School District,2021-2022
Like Water,"Podos, Rebecca",,,,Texas,Granbury Independent School District,2021-2022
Mrs. Katz and Tush,"Polacco, Patricia",,,,Pennsylvania,Central York School District,2021-2022
The Butterfly,"Polacco, Patricia",,,,Pennsylvania,Central York School District,2021-2022
Who Was Lucille Ball? (Who was...? Series),"Pollack, Pam","Belviso, Meg","Copeland, Gregory",,Pennsylvania,Central York School District,2021-2022
Who Was Susan B. Anthony? (Who was...? Series),"Pollack, Pam","Belviso, Meg","Lacey, Mike",,Pennsylvania,Central York School District,2021-2022
Everyday Antiracism: Getting Real About Race in School,"Pollock, Mica",,,,Pennsylvania,Central York School District,2021-2022
The City Beautiful,"Polydoros, Aden",,,,Tennessee,Collierville Schools,2021-2022
The Blood Countess (Lady Slayers Series),"Popović, Lana",,,,Texas,North East Independent School District,2021-2022
Baby & Solo,"Posthuma, Lisabeth",,,,Tennessee,Collierville Schools,2021-2022
Burn Our Bodies Down,"Power, Rory",,,,Tennessee,Collierville Schools,2021-2022
Late to the Party,"Quindlen, Kelly",,,,Tennessee,Collierville Schools,2021-2022
My Papi Has a Motorcycle,"Quintero, Isabel",,"Peña, Zeke",,Pennsylvania,Central York School District,2021-2022
"Bend, Don't Shatter: Poets on the Beginning of Desire","Rachel, T. Cole","Costello, Rita D.",,,Texas,Cypress-Fairbanks Independent School District,2021-2022
"Ready or Not?: A Girl's Guide to Making Her Own Decisions about Dating, Love, and Sex","Radziszewicz, Tina",,,,Texas,North East Independent School District,2021-2022
Citizen: An American Lyric,"Rankine, Claudia",,,,Texas,North East Independent School District,2021-2022
My Mother's Sari,"Rao, Sandhya",,"Sabnami, Nina",,Florida,Duval County Public Schools,2021-2022
Wilma's Way Home: The Life of Wilma Mankiller,"Rappaport, Doreen",,"Kukuk, Linda",,Florida,Duval County Public Schools,2021-2022
We the Students: Supreme Court Cases for and about Students,"Raskin, Jamin B.",,,,Texas,North East Independent School District,2021-2022
Dumpling Soup,"Rattigan, Jama Kim",,"Hsu-Flanders, Lillian",,Florida,Duval County Public Schools,2021-2022
Who Is the Dalai Lama? (Who was...? Series),"Rau, Dana Meachen",,,,Florida,Duval County Public Schools,2021-2022
Who Was Cesar Chavez? (Who was...? Series),"Rau, Dana Meachen",,"Hammond, Ted",,Pennsylvania,Central York School District,2021-2022
Who Was Harriet Beecher Stowe? (Who was...? Series),"Rau, Dana Meachen",,"Copeland, Gregory",,Pennsylvania,Central York School District,2021-2022
As Brave As You,"Reynolds, Jason",,,,Pennsylvania,Central York School District,2021-2022
Ghost (Track Series),"Reynolds, Jason",,,,Pennsylvania,Central York School District,2021-2022
Detour for Emmy,"Reynolds, Marilyn",,,,Texas,North East Independent School District,2021-2022
Say Something,"Reynolds, Peter H.",,,,Pennsylvania,Central York School District,2021-2022
Three Little Words: A Memoir,"Rhodes-Courter, Ashley",,,,Indiana,Middlebury Community Schools,2021-2022
Bayou Magic (The Louisiana Girls Trilogy Series),"Rhodes, Jewell Parker",,,,Pennsylvania,Central York School District,2021-2022
Ninth Ward (The Louisiana Girls Trilogy Series),"Rhodes, Jewell Parker",,,,Pennsylvania,Central York School District,2021-2022
Pink!,"Rickards, Lynne",,"Chamberlain, Margaret",,Florida,Duval County Public Schools,2021-2022
The Hammer of Thor (Magnus Chase and the Gods of Asgard Series),"Riordan, Rick",,,,Tennessee,Collierville Schools,2021-2022
Two Dads: A Book About Adopton,"Robertson, Carolyn",,"Humphreys, Sophie",,Florida,Walton County School District,2021-2022
The Barren Grounds (The Misewa Saga Series),"Robertson, David A.",,,,Texas,Katy Independent School District,2021-2022
Hiawatha and the Peacemaker,"Robertson, Robbie",,"Shannon, David",,Florida,Duval County Public Schools,2021-2022
Another,"Robinson, Christian",,,,Pennsylvania,Central York School District,2021-2022
You Matter,"Robinson, Christian",,,,Pennsylvania,Central York School District,2021-2022
Were I Not a Girl: The Inspiring and True Story of Dr. James Barry,"Robinson, Lisa",,"Berke, Lauren Simkin",,Florida,Duval County Public Schools,2021-2022
The Hero Two Doors Down: Based on the True Story of Friendship between a Boy and a Baseball Legend,"Robinson, Sharon",,,,Florida,Duval County Public Schools,2021-2022
Girls at the Edge of the World,"Robson, Laura Brooke",,,,Tennessee,Collierville Schools,2021-2022
Chik Chak Shabbat,"Rockliff, Mara",,"Brooker, Kyrsten",,Florida,Duval County Public Schools,2021-2022
"Hey, Charleston!: The True Story of the Jenkins Orphanage Band","Rockwell, Anne",,"Bootman, Colin",,Pennsylvania,Central York School District,2021-2022
Finding Community,"Rodi, Robert","Ross, Laura",,,Texas,North East Independent School District,2021-2022
Living Proud! Coming Out and Seeking Support (Living Proud! Growing Up Lgbtq),"Rodi, Robert","Ross, Laura",,,Florida,Indian River County School District,2021-2022
Living with Religion and Faith,"Rodi, Robert","Ross, Laura",,,Texas,North East Independent School District,2021-2022
Lucy Peale,"Rodowsky, Colby",,,,Florida,Indian River County School District,2021-2022
Death Prefers Blondes,"Roehrig, Caleb",,,,Tennessee,Collierville Schools,2021-2022
The Fell of Dark,"Roehrig, Caleb",,,,Tennessee,Collierville Schools,2021-2022
White Rabbit,"Roehrig, Caleb",,,,Tennessee,Collierville Schools,2021-2022
Satanism (At Issue),"Roleff, Tamara L.",,,,Kansas,Goddard Public Schools,2021-2022
Abortion: A Documentary and Reference Guide,"Rose, Melody",,,,Texas,North East Independent School District,2021-2022
Girls vs. Guys: Surprising Differences Between the Sexes,"Rosen, Michael J.",,,,Texas,North East Independent School District,2021-2022
Lost Boys,"Rosenblatt, Darcey",,,,Florida,Duval County Public Schools,2021-2022
Cherry,"Rosin, Lindsey",,,,Texas,Prosper Independent School District,2021-2022
Shades of People,"Rotner, Shelley","Kelly, Sheila M.",,,Pennsylvania,Central York School District,2021-2022
House of Furies (House of Furies Series),"Roux, Madeleine",,,,Oklahoma,Bristow Public Schools,2021-2022
My Awesome/Awful Popularity Plan (Justin Goldblatt Series),"Rudetsky, Seth",,,,Texas,Granbury Independent School District,2021-2022
Little Melba and Her Big Trombone,"Russell-Brown, Katheryn",,"Morrison, Frank",,Pennsylvania,Central York School District,2021-2022
Miles Away from You,"Rutledge, A. B.",,,,Texas,Granbury Independent School District,2021-2022
Saints of Augustine,"Ryan, P. E.",,,,Tennessee,Collierville Schools,2021-2022
Empress of the World (Battle Hall Davies Series),"Ryan, Sara",,,,Texas,North East Independent School District,2021-2022
I Hope You're Listening,"Ryan, Tom",,,,Tennessee,Collierville Schools,2021-2022
When You Get the Chance,"Ryan, Tom","Stevenson, Robin",,,Tennessee,Collierville Schools,2021-2022
"She/He/They/Me: For the Sisters, Misters, and Binary Resisters","Ryle, Robyn",,,,Tennessee,Collierville Schools,2021-2022
"Elizabeth Blackwell, the First Woman Doctor","Sabin, Francene",,"Early Macken, JoAnn",,Pennsylvania,Central York School District,2021-2022
Amal Unbound,"Saeed, Aisha",,,,Pennsylvania,Central York School District,2021-2022
Bilal Cooks Daal,"Saeed, Aisha",,"Syed, Anoosha",,Pennsylvania,Central York School District,2021-2022
The Story of Rap,"Sagar, Lindsey",,,,Pennsylvania,Central York School District,2021-2022
Can't Take That Away,"Salvatore, Steven",,,,Tennessee,Collierville Schools,2021-2022
642 Things to Write About,San Francisco Writers' Grotto,,,,Ohio,Hudson City Schools,2021-2022
You Brought Me the Ocean,"Sanchez, Alex",,"Maroh, Julie",,Tennessee,Collierville Schools,2021-2022
The (Un)Popular Vote,"Sanchez, Jasper",,,,Tennessee,Collierville Schools,2021-2022
Stonewall: A Building. An Uprising. A Revolution.,"Sanders, Rob",,"Christoph, Jamey",,Florida,Duval County Public Schools,2021-2022
Something Must Be Wrong with Me: A Boy's Book about Sexual Abuse,"Sanford, Doris",,"Evans, Graci",,Texas,Fredericksburg Independent School District,2021-2022
Gay Believers: Homosexuality and Religion,"Sanna, Emily",,,,Texas,North East Independent School District,2021-2022
Just Ash,"Santana, Sol",,,,Tennessee,Collierville Schools,2021-2022
I'm A Gay Wizard,"Santoni, V. S.",,,,Virginia,Henrico County Public Schools,2021-2022
"It Gets Better: Coming Out, Overcoming Bullying, and Creating a Life Worth Living","Savage, Dan","Miller, Terry",,,Tennessee,Collierville Schools,2021-2022
All the World,"Scanlon, Liz Garton",,"Frazee, Marla",,Pennsylvania,Central York School District,2021-2022
Fans of the Impossible Life,"Scelsa, Kate",,,,Texas,Granbury Independent School District,2021-2022
The Questions Within (Cutting Edge Series),"Schaeffer, Teresa",,,,Texas,North East Independent School District,2021-2022
Black Frontiers: A History of African American Heroes in the Old West,"Schlissel, Lillian",,,,Florida,Duval County Public Schools,2021-2022
Get a Clue (Bookish Boyfriends Series),"Schmidt, Tiffany",,,,Tennessee,Collierville Schools,2021-2022
The Last Time I Wore a Dress,"Scholinski, Daphne",,,,Texas,North East Independent School District,2021-2022
The Darkness Outside Us,"Schrefer, Eliot",,,,Tennessee,Collierville Schools,2021-2022
Spotlight on Coding Club! (Girls Who Code Series),"Schusterman, Michelle",,,,Pennsylvania,Central York School District,2021-2022
The Hope Chest,"Schwabach, Karen",,,,Tennessee,Hamilton County Schools,2021-2022
Scary Stories to Tell in the Dark,"Schwartz, Alvin",,,,Oklahoma,Bristow Public Schools,2021-2022
Locked Up for Freedom: Civil Rights Protesters at the Leesburg Stockade,"Schwartz, Heather E.",,,,Pennsylvania,Central York School District,2021-2022
SELF-ish: A Transgender Awakening,"Schwenke, Chloe",,,,Tennessee,Collierville Schools,2021-2022
On Mother's Lap,"Scott, Ann Herbert",,"Coalson, Glo",,Florida,Duval County Public Schools,2021-2022
Coming Out: Telling Family and Friends,"Seba, Jaime A.",,,,Texas,North East Independent School District,2021-2022
Gay and Lesbian Role Models,"Seba, Jaime A.",,,,Texas,North East Independent School District,2021-2022
"Gay Issues and Politics: Marriage, the Military, & Work Place Discrimination","Seba, Jaime A.",,,,Texas,Klein Independent School District,2021-2022
"Gay People of Color: Facing Prejudices, Forging Identities","Seba, Jaime A.",,,,Texas,North East Independent School District,2021-2022
"Gays and Mental Health: Fighting Depression, Saying No to Suicide","Seba, Jaime A.",,,,Texas,North East Independent School District,2021-2022
"Homosexuality Around the World: Safe Havens, Cultural Challenges","Seba, Jaime A.",,,,Texas,North East Independent School District,2021-2022
The LGBT Community,"Seba, Jaime A.",,,,Texas,North East Independent School District,2021-2022
The Deaf Musicians,"Seeger, Pete","Jacobs, Paul DuBois","Christie, R. Gregory",,Pennsylvania,Central York School District,2021-2022
Festival of Colors,"Sehgal, Surishtha","Sehgal, Kabir","Harrison, Vashti",,Florida,Duval County Public Schools,2021-2022
Just Kill Me,"Selzer, Adam",,,,Texas,North East Independent School District,2021-2022
Between Shades of Gray,"Sepetys, Ruta",,,,Oklahoma,Bristow Public Schools,2021-2022
Ven a Mi Casa,"Seuss, Dr.",,"Kath, Katie","Lázaro, Georgina",Pennsylvania,Central York School District,2021-2022
My Girlfriend's Pregnant!: A Teen’s Guide to Becoming a Dad,"Shantz-Hilkes, Chloe",,,,Texas,North East Independent School District,2021-2022
The Berlin Boxing Club,"Sharenow, Robert",,,,Florida,Indian River County School District,2021-2022
Far from You,"Sharpe, Tess",,,,Texas,Granbury Independent School District,2021-2022
The Hookup Artist,"Shaw, Tucker",,,,Texas,North East Independent School District,2021-2022
Influence,"Shepard, Sara","Buckingham, Lilia",,,Tennessee,Collierville Schools,2021-2022
25 Women Who Fought Back,"Sherman, Jill",,,,Pennsylvania,Central York School District,2021-2022
25 Women Who Thought of It First,"Sherman, Jill",,,,Pennsylvania,Central York School District,2021-2022
Final Takedown,"Sherrard, Brent R.",,,,Texas,North East Independent School District,2021-2022
